dataset,split,class,filename,filepath,width,height,mode,aspect_ratio,pixel_std,issues
oral,train,NON CANCER 2,027.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\027.jpeg,169,142,RGBA,1.19,32.61,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,028.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\028.jpeg,141,155,RGBA,0.91,53.36,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,029.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\029.jpeg,204,181,RGBA,1.13,33.09,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,030.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\030.jpeg,141,142,RGBA,0.99,42.06,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,031.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\031.jpeg,159,197,RGBA,0.81,55.66,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,033.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\033.jpeg,100,138,RGBA,0.72,60.56,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,035.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\035.jpeg,151,118,RGBA,1.28,39.19,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,036.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\036.jpeg,191,221,RGBA,0.86,48.67,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,038.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\038.jpeg,170,124,RGBA,1.37,44.47,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,039.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\039.jpeg,200,192,RGBA,1.04,49.14,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,041.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\041.jpeg,127,162,RGBA,0.78,51.43,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,042.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\042.jpeg,123,148,RGBA,0.83,46.1,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,043.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\043.jpeg,180,187,RGBA,0.96,30.78,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,044.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\044.jpeg,148,105,RGBA,1.41,51.46,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,045.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\045.jpeg,215,191,RGBA,1.13,47.89,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,048.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\048.jpeg,196,188,RGBA,1.04,49.95,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,049.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\049.jpeg,118,102,RGBA,1.16,66.92,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,050.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\050.jpeg,125,120,RGBA,1.04,45.31,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,051.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\051.jpeg,100,133,RGBA,0.75,54.88,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,052.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\052.jpeg,144,176,RGBA,0.82,51.38,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,053.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\053.jpeg,137,120,RGBA,1.14,43.25,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,054.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\054.jpeg,99,122,RGBA,0.81,52.36,Non-RGB mode (RGBA); Small resolution (99x122)
oral,train,NON CANCER 2,056.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\056.jpeg,170,192,RGBA,0.89,61.92,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,057.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\057.jpeg,152,194,RGBA,0.78,47.83,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,059.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\059.jpeg,177,179,RGBA,0.99,39.79,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,060.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\060.jpeg,134,127,RGBA,1.06,54.95,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,061.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\061.jpeg,112,128,RGBA,0.88,54.69,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,062.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\062.jpeg,142,171,RGBA,0.83,48.33,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,068.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\068.jpeg,185,173,RGBA,1.07,57.59,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,069.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\069.jpeg,169,188,RGBA,0.9,51.34,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,070.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\070.jpeg,90,116,RGBA,0.78,45.02,Non-RGB mode (RGBA); Small resolution (90x116)
oral,train,NON CANCER 2,072.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\072.jpeg,145,115,RGBA,1.26,38.17,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,073.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\073.jpeg,302,182,RGBA,1.66,62.75,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,074.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\074.jpeg,133,150,RGBA,0.89,60.82,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,075.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\075.jpeg,110,123,RGBA,0.89,42.96,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,077.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\077.jpeg,160,101,RGBA,1.58,46.42,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,078.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\078.jpeg,155,89,RGBA,1.74,44.43,Non-RGB mode (RGBA); Small resolution (155x89)
oral,train,NON CANCER 2,079.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\079.jpeg,201,173,RGBA,1.16,49.25,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,080.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\080.jpeg,175,173,RGBA,1.01,31.33,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,081.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\081.jpeg,231,248,RGBA,0.93,46.35,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,082.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\082.jpeg,150,190,RGBA,0.79,43.29,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,083.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\083.jpeg,148,172,RGBA,0.86,39.58,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,084.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\084.jpeg,151,212,RGBA,0.71,45.38,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,085.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\085.jpeg,95,121,RGBA,0.79,37.56,Non-RGB mode (RGBA); Small resolution (95x121)
oral,train,NON CANCER 2,089.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\089.jpeg,157,134,RGBA,1.17,49.51,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,104.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\104.jpeg,142,129,RGBA,1.1,44.78,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,113.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\113.jpeg,2959,3072,RGB,0.96,61.29,Very large resolution (2959x3072)
oral,train,NON CANCER 2,116.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\116.jpeg,113,104,RGBA,1.09,50.74,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,118.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\118.jpeg,5461,3316,RGB,1.65,31.2,Very large resolution (5461x3316)
oral,train,NON CANCER 2,127.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\127.jpeg,135,133,RGBA,1.02,51.22,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,130.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\130.jpeg,3456,3456,RGB,1.0,42.09,Very large resolution (3456x3456)
oral,train,NON CANCER 2,132.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\132.jpeg,128,143,RGBA,0.9,42.43,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,134.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\134.jpeg,157,148,RGBA,1.06,57.38,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,135.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\135.jpeg,126,126,RGBA,1.0,34.08,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,136.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\136.jpeg,144,130,RGBA,1.11,41.27,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,138.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\138.jpeg,223,127,RGBA,1.76,42.25,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,139.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\139.jpeg,128,140,RGBA,0.91,48.45,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,140.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\140.jpeg,155,134,RGBA,1.16,34.37,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,141.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\141.jpeg,172,185,RGBA,0.93,54.97,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,142.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\142.jpeg,132,147,RGBA,0.9,34.31,Non-RGB mode (RGBA)
oral,train,NON CANCER 2,154.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\154.jpeg,4497,3002,RGB,1.5,66.0,Very large resolution (4497x3002)
oral,train,NON CANCER 2,213.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\213.jpeg,3024,4032,RGB,0.75,52.58,Very large resolution (3024x4032)
oral,train,NON CANCER 2,222.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\222.jpeg,3000,3081,RGB,0.97,48.96,Very large resolution (3000x3081)
oral,train,NON CANCER 2,224.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\224.jpeg,2521,3008,RGB,0.84,43.17,Very large resolution (2521x3008)
oral,train,NON CANCER 2,228.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\228.jpeg,3000,3624,RGB,0.83,59.08,Very large resolution (3000x3624)
oral,train,NON CANCER 2,232.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\232.jpeg,4000,3000,RGB,1.33,52.77,Very large resolution (4000x3000)
oral,train,NON CANCER 2,233.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\233.jpeg,3488,3186,RGB,1.09,45.41,Very large resolution (3488x3186)
oral,train,NON CANCER 2,234.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\234.jpeg,3488,3101,RGB,1.12,42.08,Very large resolution (3488x3101)
oral,train,NON CANCER 2,235.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\235.jpeg,2691,3429,RGB,0.78,37.71,Very large resolution (2691x3429)
oral,train,NON CANCER 2,236.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\NON CANCER 2\236.jpeg,4000,3000,RGB,1.33,57.93,Very large resolution (4000x3000)
oral,validation,CANCER,171.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\CANCER\171.jpeg,93,97,RGB,0.96,54.55,Small resolution (93x97)
oral,validation,CANCER,474.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\CANCER\474.jpeg,421,290,P,1.45,57.76,Non-RGB mode (P)
oral,validation,CANCER,498.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\CANCER\498.jpeg,532,399,RGBA,1.33,47.96,Non-RGB mode (RGBA)
oral,validation,CANCER 1,041.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\CANCER 1\041.jpeg,3198,2166,RGB,1.48,53.29,Very large resolution (3198x2166)
oral,validation,CANCER 1,044.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\CANCER 1\044.jpeg,458,522,RGBA,0.88,51.09,Non-RGB mode (RGBA)
oral,validation,CANCER 1,065.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\CANCER 1\065.jpeg,375,287,RGBA,1.31,40.32,Non-RGB mode (RGBA)
oral,validation,CANCER 1,477.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\CANCER 1\477.jpeg,4272,2848,RGB,1.5,32.74,Very large resolution (4272x2848)
oral,validation,NON CANCER,031.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER\031.jpeg,180,187,RGBA,0.96,30.78,Non-RGB mode (RGBA)
oral,validation,NON CANCER,032.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER\032.jpeg,148,105,RGBA,1.41,51.46,Non-RGB mode (RGBA)
oral,validation,NON CANCER,035.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER\035.jpeg,196,188,RGBA,1.04,49.95,Non-RGB mode (RGBA)
oral,validation,NON CANCER,044.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER\044.jpeg,132,120,RGBA,1.1,40.14,Non-RGB mode (RGBA)
oral,validation,NON CANCER,048.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER\048.jpeg,142,171,RGBA,0.83,48.33,Non-RGB mode (RGBA)
oral,validation,NON CANCER,118.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER\118.jpeg,157,148,RGBA,1.06,57.38,Non-RGB mode (RGBA)
oral,validation,NON CANCER,205.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER\205.jpeg,3000,3081,RGB,0.97,48.96,Very large resolution (3000x3081)
oral,validation,NON CANCER,221.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER\221.jpeg,4000,3000,RGB,1.33,60.49,Very large resolution (4000x3000)
oral,validation,NON CANCER,222.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER\222.jpeg,4000,3000,RGB,1.33,56.57,Very large resolution (4000x3000)
oral,validation,NON CANCER,435.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER\435.jpeg,1800,4000,RGB,0.45,45.58,Very large resolution (1800x4000)
oral,validation,NON CANCER 2,032.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER 2\032.jpeg,143,131,RGBA,1.09,47.2,Non-RGB mode (RGBA)
oral,validation,NON CANCER 2,034.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER 2\034.jpeg,121,157,RGBA,0.77,56.58,Non-RGB mode (RGBA)
oral,validation,NON CANCER 2,037.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER 2\037.jpeg,153,191,RGBA,0.8,41.92,Non-RGB mode (RGBA)
oral,validation,NON CANCER 2,040.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER 2\040.jpeg,154,98,RGBA,1.57,56.52,Non-RGB mode (RGBA); Small resolution (154x98)
oral,validation,NON CANCER 2,046.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER 2\046.jpeg,159,168,RGBA,0.95,43.98,Non-RGB mode (RGBA)
oral,validation,NON CANCER 2,047.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER 2\047.jpeg,133,156,RGBA,0.85,29.04,Non-RGB mode (RGBA)
oral,validation,NON CANCER 2,058.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER 2\058.jpeg,132,120,RGBA,1.1,40.14,Non-RGB mode (RGBA)
oral,validation,NON CANCER 2,071.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER 2\071.jpeg,119,104,RGBA,1.14,35.39,Non-RGB mode (RGBA)
oral,validation,NON CANCER 2,086.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER 2\086.jpeg,193,177,RGBA,1.09,58.36,Non-RGB mode (RGBA)
oral,validation,NON CANCER 2,237.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Oral Cancer\NON CANCER 2\237.jpeg,4000,3000,RGB,1.33,60.49,Very large resolution (4000x3000)
oral,test,CANCER,493.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\CANCER\493.jpeg,375,290,RGBA,1.29,51.09,Non-RGB mode (RGBA)
oral,test,CANCER,496.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\CANCER\496.jpeg,329,342,RGBA,0.96,59.07,Non-RGB mode (RGBA)
oral,test,CANCER 1,046.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\CANCER 1\046.jpeg,850,887,RGBA,0.96,47.45,Non-RGB mode (RGBA)
oral,test,CANCER 1,110.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\CANCER 1\110.jpeg,704,526,RGBA,1.34,51.72,Non-RGB mode (RGBA)
oral,test,CANCER 1,392.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\CANCER 1\392.jpeg,1869,3552,RGB,0.53,33.33,Very large resolution (1869x3552)
oral,test,CANCER 1,393.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\CANCER 1\393.jpeg,2120,3738,RGB,0.57,38.3,Very large resolution (2120x3738)
oral,test,NON CANCER,033.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\033.jpeg,159,168,RGBA,0.95,43.98,Non-RGB mode (RGBA)
oral,test,NON CANCER,036.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\036.jpeg,118,102,RGBA,1.16,66.92,Non-RGB mode (RGBA)
oral,test,NON CANCER,038.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\038.jpeg,100,133,RGBA,0.75,54.88,Non-RGB mode (RGBA)
oral,test,NON CANCER,040.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\040.jpeg,99,122,RGBA,0.81,52.36,Non-RGB mode (RGBA); Small resolution (99x122)
oral,test,NON CANCER,058.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\058.jpeg,145,115,RGBA,1.26,38.17,Non-RGB mode (RGBA)
oral,test,NON CANCER,069.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\069.jpeg,151,212,RGBA,0.71,45.38,Non-RGB mode (RGBA)
oral,test,NON CANCER,103.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\103.jpeg,5461,3316,RGB,1.65,31.2,Very large resolution (5461x3316)
oral,test,NON CANCER,120.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\120.jpeg,144,130,RGBA,1.11,41.27,Non-RGB mode (RGBA)
oral,test,NON CANCER,123.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\123.jpeg,128,140,RGBA,0.91,48.45,Non-RGB mode (RGBA)
oral,test,NON CANCER,124.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\124.jpeg,155,134,RGBA,1.16,34.37,Non-RGB mode (RGBA)
oral,test,NON CANCER,425.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\425.jpeg,1800,4000,RGB,0.45,53.71,Very large resolution (1800x4000)
oral,test,NON CANCER,426.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER\426.jpeg,1800,4000,RGB,0.45,40.66,Very large resolution (1800x4000)
oral,test,NON CANCER 2,001.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER 2\001.jpeg,144,126,RGBA,1.14,39.75,Non-RGB mode (RGBA)
oral,test,NON CANCER 2,019.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER 2\019.jpeg,165,179,RGBA,0.92,61.12,Non-RGB mode (RGBA)
oral,test,NON CANCER 2,055.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER 2\055.jpeg,308,254,RGBA,1.21,63.14,Non-RGB mode (RGBA)
oral,test,NON CANCER 2,076.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER 2\076.jpeg,145,128,RGBA,1.13,54.78,Non-RGB mode (RGBA)
oral,test,NON CANCER 2,131.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER 2\131.jpeg,128,168,RGBA,0.76,26.12,Non-RGB mode (RGBA)
oral,test,NON CANCER 2,212.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER 2\212.jpeg,2316,3088,RGB,0.75,44.43,Very large resolution (2316x3088)
oral,test,NON CANCER 2,238.jpeg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Oral Cancer\NON CANCER 2\238.jpeg,4000,3000,RGB,1.33,56.57,Very large resolution (4000x3000)
