removed_filepath,filename,original_split,original_folder,target_class,md5,canonical_destination,removal_reason
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\151.jpeg,151.jpeg,train,CANCER 1,CANCER,9662eb67c254698d40fccc39ae417c59,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_131.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\132.jpeg,132.jpeg,train,CANCER,CANCER,9cf6708ae8a466bf7ce282a1d305bfe4,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_152.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\153.jpeg,153.jpeg,train,CANCER 1,CANCER,eeb00f61ce0c5612760b7b5f7d79629a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_133.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\155.jpeg,155.jpeg,train,CANCER 1,CANCER,afbcaf412b38dbb642037dc2f6c2cd62,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_134.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\136.jpeg,136.jpeg,train,CANCER,CANCER,4d933bc448e8974bfd8162d0b9056e20,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_157.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\159.jpeg,159.jpeg,train,CANCER 1,CANCER,cd32e94e545413617eaabb2264fbbce2,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_138.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\160.jpeg,160.jpeg,train,CANCER 1,CANCER,56c75925b456e92c7393da6ff18401c1,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_140.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\161.jpeg,161.jpeg,train,CANCER 1,CANCER,b29bd4d7ec73f835956b2ee248fbcd70,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_141.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\163.jpeg,163.jpeg,train,CANCER 1,CANCER,b3d993ccc7c47b3ae2610587b66fa22d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_142.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\143.jpeg,143.jpeg,train,CANCER,CANCER,c4410cf95f6755839dbefee236f5e113,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_164.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\165.jpeg,165.jpeg,train,CANCER 1,CANCER,137b4ae358a9f2b2bd39ebf3cab22b07,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_144.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\166.jpeg,166.jpeg,train,CANCER 1,CANCER,d24f5f8a546a9495a9f50cfc808287b8,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_145.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\167.jpeg,167.jpeg,train,CANCER 1,CANCER,ecc5093df40530af8e71eae8c8af4521,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_146.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\169.jpeg,169.jpeg,train,CANCER 1,CANCER,e61128251cfc2877ffdc5e6e83f3b68e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_148.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\150.jpeg,150.jpeg,train,CANCER,CANCER,d640b08a78e5a1bbafd35952a2a04bb0,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_170.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\171.jpeg,171.jpeg,train,CANCER 1,CANCER,4dbafb5dfad03825b87045441270b613,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_151.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\153.jpeg,153.jpeg,train,CANCER,CANCER,40c826844225e353570bc907a5ed8770,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_173.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\174.jpeg,174.jpeg,train,CANCER 1,CANCER,b04074b490f6da62865d43ccd9031147,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_154.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\155.jpeg,155.jpeg,train,CANCER,CANCER,030d6d3b713d39b3cfa776accf8ffadc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_175.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\176.jpeg,176.jpeg,train,CANCER 1,CANCER,65c3b771bf30055503bf5f11bbea84c8,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_156.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\178.jpeg,178.jpeg,train,CANCER 1,CANCER,683fc0d1710ff7746d54460d206696b0,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_158.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\159.jpeg,159.jpeg,train,CANCER,CANCER,12f7939445718fc1f7993d010fb21e50,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_179.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\180.jpeg,180.jpeg,train,CANCER 1,CANCER,a9faf01ab12e91d643996e650cc396cc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_161.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\181.jpeg,181.jpeg,train,CANCER 1,CANCER,99e1a77e424a9455df536c57a0063c64,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_162.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\163.jpeg,163.jpeg,train,CANCER,CANCER,0f866928d36c6c43760c653d5e5dd1f7,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_182.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\184.jpeg,184.jpeg,train,CANCER 1,CANCER,5ab05f0acf764bf94b253c4a8d7472b1,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_164.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\185.jpeg,185.jpeg,train,CANCER 1,CANCER,af0e77b6e8fcc4f5479e0879f0c6f925,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_165.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\186.jpeg,186.jpeg,train,CANCER 1,CANCER,5b7aaa38340c5431807b39e1895e0010,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_166.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\167.jpeg,167.jpeg,train,CANCER,CANCER,9b3e9e52471aa27d17e6c327784b2e95,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_187.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\189.jpeg,189.jpeg,train,CANCER 1,CANCER,70d8bca804cb5f71710362d846219c79,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_169.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\192.jpeg,192.jpeg,train,CANCER 1,CANCER,1a112bf6dc7228b3ca41cb31d4fa0b7c,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_173.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\193.jpeg,193.jpeg,train,CANCER 1,CANCER,7f5ae2f426eb47e9d45f6b67c957e54c,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_174.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\195.jpeg,195.jpeg,train,CANCER 1,CANCER,1cd67562d07cf6f76ce9864a1638bb5b,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_176.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\196.jpeg,196.jpeg,train,CANCER 1,CANCER,c6a6de178173b7ca6e3ed54352769c67,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_177.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\197.jpeg,197.jpeg,train,CANCER 1,CANCER,38b8b23e550bac83357d2031fe0ce3b3,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_178.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\198.jpeg,198.jpeg,train,CANCER 1,CANCER,23265ac8d8b267bd5b4f973692665e1e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_179.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\202.jpeg,202.jpeg,train,CANCER 1,CANCER,14c62557dd2fbbd9d190efea5e765d48,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_182.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\203.jpeg,203.jpeg,train,CANCER 1,CANCER,7577dcf027b87aa4ead9750037f0284d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_183.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\206.jpeg,206.jpeg,train,CANCER 1,CANCER,a8571afad0a78221d9c9083b180d418e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_185.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\207.jpeg,207.jpeg,train,CANCER 1,CANCER,d7b32901dd6a44b60461ee6ff2729ccc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_186.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\209.jpeg,209.jpeg,train,CANCER 1,CANCER,24846db78f594eb7c2d8f6a44a04fdb7,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_188.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\190.jpeg,190.jpeg,train,CANCER,CANCER,e8b5bea5ba0b8c70737890f9baf5466b,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_210.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\211.jpeg,211.jpeg,train,CANCER 1,CANCER,4133d3889443d0e25b061883af3ba8b8,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_191.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\212.jpeg,212.jpeg,train,CANCER 1,CANCER,9044557664c4c5066e9dadb5d6028c70,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_192.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\213.jpeg,213.jpeg,train,CANCER 1,CANCER,f45d40dcd900a2e0ff658191097b087a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_193.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\194.jpeg,194.jpeg,train,CANCER,CANCER,4c2b642611ae55f85076bebf55d733ba,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_214.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\216.jpeg,216.jpeg,train,CANCER 1,CANCER,dcc0b88b5f59595fb7d788ca21c60249,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_196.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\217.jpeg,217.jpeg,train,CANCER 1,CANCER,df1bfdf8f888bd73dfa320dec97f53dd,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_197.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\219.jpeg,219.jpeg,train,CANCER 1,CANCER,f3bbcd244d5122323399455a6cc21075,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_199.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\201.jpeg,201.jpeg,train,CANCER,CANCER,4d65376f315d88ab119f43dd5557c284,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_220.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\222.jpeg,222.jpeg,train,CANCER 1,CANCER,0b6dfae67e5e686312001d6a40b9f0a6,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_203.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\223.jpeg,223.jpeg,train,CANCER 1,CANCER,13d24de63f1d571e69098bb760123fc4,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_204.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\206.jpeg,206.jpeg,train,CANCER,CANCER,0b3a5ddde57f1f5323fad8f06c5f9c40,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_226.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\227.jpeg,227.jpeg,train,CANCER 1,CANCER,89a3cd0087fed4ef51b3836a7fc30625,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_207.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\228.jpeg,228.jpeg,train,CANCER 1,CANCER,103d0e5025ab12e7000f6d3a458319e7,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_208.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\209.jpeg,209.jpeg,train,CANCER,CANCER,4c474227e490466b65a8c94b62d0fe27,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_229.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\231.jpeg,231.jpeg,train,CANCER 1,CANCER,7144d805aaaa6819f621d200811ebf3a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_212.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\232.jpeg,232.jpeg,train,CANCER 1,CANCER,69d156a8320166b1e2e36ddf843e6bd3,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_213.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\233.jpeg,233.jpeg,train,CANCER 1,CANCER,fd528d42b35e6bb3cd653c0bdd69e0c7,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_214.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\237.jpeg,237.jpeg,train,CANCER 1,CANCER,4796c4a2374c9006842c0d2a91e82e59,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_216.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\217.jpeg,217.jpeg,train,CANCER,CANCER,f98b16d2e02f6455002dd41519b8de5b,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_238.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\240.jpeg,240.jpeg,train,CANCER 1,CANCER,c3f238d0ba1a9f265f639e06d5ad5bf1,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_219.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\220.jpeg,220.jpeg,train,CANCER,CANCER,90741d4c110df121ec79f388b07468c6,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_241.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\245.jpeg,245.jpeg,train,CANCER 1,CANCER,03f4be816ac772bad6141d30d95518c8,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_223.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\224.jpeg,224.jpeg,train,CANCER,CANCER,12868d37b915f7f755a62820a87972ee,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_246.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\247.jpeg,247.jpeg,train,CANCER 1,CANCER,82a156e2cb9c7ad62a9ac627caa70f96,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_225.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\248.jpeg,248.jpeg,train,CANCER 1,CANCER,a112534443ee8fc9ace0e785e428d118,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_226.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\227.jpeg,227.jpeg,train,CANCER,CANCER,9259fbd8dfe17e2bdf0fe0bd70622039,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_249.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\229.jpeg,229.jpeg,train,CANCER,CANCER,719eb789b8d2a1671b77498e30dbe60b,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_250.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\251.jpeg,251.jpeg,train,CANCER 1,CANCER,daad29da98869bcc9d2eb670f94380db,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_230.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\254.jpeg,254.jpeg,train,CANCER 1,CANCER,f73d363f0b95c4a81a02bf96a76f0984,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_232.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\233.jpeg,233.jpeg,train,CANCER,CANCER,34fdbc05cb66e648e7e965d60c6833d3,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Validation\CANCER\oral_255.jpeg,Cross-split leakage copy (original split: train vs allocated: Validation)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\257.jpeg,257.jpeg,train,CANCER 1,CANCER,fd50fa4b36a4d0076af4af05e69e43e3,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_235.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\258.jpeg,258.jpeg,train,CANCER 1,CANCER,e6c6966cbfc1a2aad0a0bdd06b686065,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_236.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\237.jpeg,237.jpeg,train,CANCER,CANCER,75cdfbd77bf0a184531a620d60b8a427,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_259.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\260.jpeg,260.jpeg,train,CANCER 1,CANCER,8cff29b5a5392c3ba8a30c9cbce9b02a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_239.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER\240.jpeg,240.jpeg,train,CANCER,CANCER,cedbd00140a826c5c7ee889bde9fbf12,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Test\CANCER\oral_262.jpeg,Cross-split leakage copy (original split: train vs allocated: Test)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\264.jpeg,264.jpeg,train,CANCER 1,CANCER,3a511fde25fb440441794e96e926ac4d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_241.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\265.jpeg,265.jpeg,train,CANCER 1,CANCER,d725dfee538ca8ea3c9d2816090f6a47,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_242.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\266.jpeg,266.jpeg,train,CANCER 1,CANCER,29ee9225c4771e21e7c3927331143fc6,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_243.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\267.jpeg,267.jpeg,train,CANCER 1,CANCER,7003d5935521ab17a57a2bd58add2d55,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_244.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\270.jpeg,270.jpeg,train,CANCER 1,CANCER,bac13997ec5a024dd69d8ff739366d6e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_248.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\272.jpeg,272.jpeg,train,CANCER 1,CANCER,c21c8bf03bc7bf32201d3b9acfd26dc6,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_250.jpeg,Intra-split duplicate copy in folder CANCER 1
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Oral Cancer\CANCER 1\276.jpeg,276.jpeg,train,CANCER 1,CANCER,a74137afd36909e582ee90343679b51b,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\oral\Train\CANCER\oral_252.jpeg,Intra-split duplicate copy in folder CANCER 1
