removed_filepath,filename,original_split,original_class,canonical_split,canonical_class,md5,canonical_destination,removal_reason
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\Glaucoma666.jpg,Glaucoma666.jpg,train,G,Test,M,82c539ef8c963d39142643de2cd8eef4,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\M\Myopia281.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: G vs allocated: Test/M)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\Glaucoma685.jpg,Glaucoma685.jpg,train,G,Validation,M,f528340a10f7ff8bc874973c9108a8d5,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\M\Myopia294.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: G vs allocated: Validation/M)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia291.jpg,Myopia291.jpg,train,M,Train,G,56d56b1aa9974137957a9a9c83261e56,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma686.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\Glaucoma697.jpg,Glaucoma697.jpg,train,G,Test,M,f76ea7c2d7afa1faf5c504e46ce70c10,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\M\Myopia307.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: G vs allocated: Test/M)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia308.jpg,Myopia308.jpg,train,M,Train,G,cfaaf2e91ddcc1a78f9486570e47b504,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma698.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia309.jpg,Myopia309.jpg,train,M,Train,G,e0e99912a7d37618df3f99ce3eb4e7cc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma699.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia310.jpg,Myopia310.jpg,train,M,Train,G,9e1c3ebf483929c89f1dc7dfb0a427c9,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma700.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia316.jpg,Myopia316.jpg,train,M,Train,G,27bbf85ef3896a73b9e06beb66585d14,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma708.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia315.jpg,Myopia315.jpg,train,M,Train,G,c133065ad1060cb5a6b5d8e615654811,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma709.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\Glaucoma724.jpg,Glaucoma724.jpg,train,G,Test,M,a9c66ad5df51e2b57c05fa099497e975,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\M\Myopia337.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: G vs allocated: Test/M)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia338.jpg,Myopia338.jpg,train,M,Train,G,bfb3f7727eaecc785409cbcd73d5c498,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma725.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia341.jpg,Myopia341.jpg,train,M,Train,G,6c2a4f6353477e754935e7ecf2f2a290,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma726.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia342.jpg,Myopia342.jpg,train,M,Train,G,3fed2b75c1ed22ad0fbff027df8719d4,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma727.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia343.jpg,Myopia343.jpg,train,M,Train,G,47927a822a2dc6bb00a116e3a71e498f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma729.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia353.jpg,Myopia353.jpg,train,M,Train,G,4ea1c9256f2c8346264813c2871636f0,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma743.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\Glaucoma744.jpg,Glaucoma744.jpg,train,G,Test,M,80e52b83eff7acca408871fea6ff8fcf,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\M\Myopia352.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: G vs allocated: Test/M)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\Glaucoma758.jpg,Glaucoma758.jpg,train,G,Validation,M,ad7006d0b85e3cd1e5cedcf4906cab59,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\M\Myopia369.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: G vs allocated: Validation/M)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia370.jpg,Myopia370.jpg,train,M,Train,G,95c12a2d82364fb8f4c0ac724c787814,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma759.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia372.jpg,Myopia372.jpg,train,M,Train,G,a4501cd3a94b24e9c1677523770b55ca,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma760.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia408.jpg,Myopia408.jpg,train,M,Train,G,ec17f43dab8069ca8315f89c696b3ab8,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma811.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia420.jpg,Myopia420.jpg,train,M,Train,G,f878f1d68a1a1dff1da0f9c10b49416a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma817.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia419.jpg,Myopia419.jpg,train,M,Train,G,6532d1a7f5b7a5b5176758fbab34cecd,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma818.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia423.jpg,Myopia423.jpg,train,M,Train,G,b1458a1aee9ab719daf751454703ef4c,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma822.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia424.jpg,Myopia424.jpg,train,M,Train,G,d816acef06206b7d5d2c75d3b7378211,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma823.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia426.jpg,Myopia426.jpg,train,M,Train,G,bf84663158f7888fbd8dd2860c6c483c,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma825.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia425.jpg,Myopia425.jpg,train,M,Train,G,4b7e52a5427a86a10972663a3b9bf372,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma826.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia427.jpg,Myopia427.jpg,train,M,Train,G,c50abfa6ffa9cda101826d9002745146,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma828.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\Glaucoma834.jpg,Glaucoma834.jpg,train,G,Validation,D,47aa8f3bf59e974354d601d5e490fd04,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\D\DR855.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: G vs allocated: Validation/D)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia438.jpg,Myopia438.jpg,train,M,Train,G,0d3a252265036dd38f89b14c51b18f7a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma839.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia441.jpg,Myopia441.jpg,train,M,Train,G,b04e06b57fed8a5aef67ca239d5d8b95,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma847.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia442.jpg,Myopia442.jpg,train,M,Train,G,c51c29fc3ecec95f7e07cb26aa72dc36,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma848.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia460.jpg,Myopia460.jpg,train,M,Train,G,e841c63bd73a09211bea0b1da17708db,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma861.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia461.jpg,Myopia461.jpg,train,M,Train,G,fec46145e10864127a94fa41e44aaacf,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma862.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia462.jpg,Myopia462.jpg,train,M,Train,G,edcc3d86684217146e35f73e4f6177f0,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma869.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia463.jpg,Myopia463.jpg,train,M,Train,G,46131f82357326af0bab65b67f0d1834,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma870.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia469.jpg,Myopia469.jpg,train,M,Train,G,79404734e0f3ecb48e7e3794656da936,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma880.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia471.jpg,Myopia471.jpg,train,M,Train,G,5bdfcf5922c3576db5082193d367d127,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma881.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia470.jpg,Myopia470.jpg,train,M,Train,G,9365d3628d5bc53ca9016781fea0f264,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma883.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia479.jpg,Myopia479.jpg,train,M,Train,G,8357deb02c1a7750eb26ab3cdfa67763,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma905.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia487.jpg,Myopia487.jpg,train,M,Train,G,570f64f520a8b33bdbac4c14acb5d761,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma952.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia489.jpg,Myopia489.jpg,train,M,Train,G,ad485c803198f597ff9f63fdf5fd3cd9,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma969.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia490.jpg,Myopia490.jpg,train,M,Train,G,27ac329f0d72920007dab4fbe7a64e26,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma970.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia491.jpg,Myopia491.jpg,train,M,Train,G,611b249b444e4916c85937c48ad1d864,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Train\G\Glaucoma971.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia101.jpg,Myopia101.jpg,train,M,Test,G,6ff41219f57ff2bc5483051d9484e7fa,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma123.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia130.jpg,Myopia130.jpg,train,M,Validation,G,4b48d5e019d71587b6ef925b065efecb,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma274.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia133.jpg,Myopia133.jpg,train,M,Validation,G,f4a6716a945cce582b75a7ed9eb897ca,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma276.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia139.jpg,Myopia139.jpg,train,M,Test,G,49d94709e7b463253b168d902506ce37,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma294.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia153.jpg,Myopia153.jpg,train,M,Test,G,d4df6b10066edbcd11e2711753258972,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma350.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia156.jpg,Myopia156.jpg,train,M,Validation,G,e351feb24efd0f34ea9be6a534c21e34,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma362.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia157.jpg,Myopia157.jpg,train,M,Test,G,72252ba311dc6e934ab41aefc5fce870,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma361.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia172.jpg,Myopia172.jpg,train,M,Test,G,93254165af45f3ce3095646876e82bdc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma405.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia176.jpg,Myopia176.jpg,train,M,Validation,G,a83d69d9024e74eaea554bc88bb6e12e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma421.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia179.jpg,Myopia179.jpg,train,M,Validation,G,99484a519d5a83566ae2f74c4b3d2d03,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma425.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia181.jpg,Myopia181.jpg,train,M,Test,G,52afe917cc98fb24fd87de9d8457639e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma423.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia231.jpg,Myopia231.jpg,train,M,Validation,G,b090d5b144cf0dca54f5da82100e7922,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma584.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia245.jpg,Myopia245.jpg,train,M,Validation,D,f6c3e3f3be512a05426371d15d195998,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\D\DR572.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/D)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia271.jpg,Myopia271.jpg,train,M,Validation,G,422fa87c1d70ff160376afd838627998,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma643.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia284.jpg,Myopia284.jpg,train,M,Test,G,bb7be37b5451e40308f397d7f10b86ca,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma668.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia30.jpg,Myopia30.jpg,train,M,Test,G,3bd186d4d4444a94aa31bc4c1454ce0e,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma1099.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia31.jpg,Myopia31.jpg,train,M,Validation,G,dd6d0050d0f9217c75b48adcac05a4a9,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma1106.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia371.jpg,Myopia371.jpg,train,M,Validation,G,6529033cbe802d960058b314c49ecae8,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma757.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia390.jpg,Myopia390.jpg,train,M,Validation,G,86b33dc03adc8a4cf67b31a06ef12566,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma803.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia393.jpg,Myopia393.jpg,train,M,Test,G,778937ac5efa8433ad08c2ac0788e981,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma804.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia399.jpg,Myopia399.jpg,train,M,Validation,G,4adb2f22d2783874e956a1ae1fa57fcc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma809.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia50.jpg,Myopia50.jpg,train,M,Test,G,345d45947ec3064685d970b2ce42f6b8,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma1190.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia500.jpg,Myopia500.jpg,train,M,Validation,G,2486587881618e2f9ed2e70f16db70ac,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma1000.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia52.jpg,Myopia52.jpg,train,M,Validation,G,15f007c435328547b764754acb4781fe,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma1192.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia87.jpg,Myopia87.jpg,train,M,Test,G,36ffa6d43931891467788d8a3cd8de3f,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma27.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia93.jpg,Myopia93.jpg,train,M,Test,G,b2f876094eb05b2dd77c077359630370,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma70.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\Myopia94.jpg,Myopia94.jpg,train,M,Validation,G,da42b27354f26437a940b6277b53e74d,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma92.jpg,"Cross-split duplicate leakage copy (raw split: train, raw class: M vs allocated: Validation/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\M\Myopia108.jpg,Myopia108.jpg,validation,M,Validation,G,dd3aa7e82d018c63a4aef9030f22e79a,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma137.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\G\Glaucoma138.jpg,Glaucoma138.jpg,validation,G,Test,M,d819e76ea9b8a9518ffd2f586f52275c,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\M\Myopia112.jpg,"Cross-split duplicate leakage copy (raw split: validation, raw class: G vs allocated: Test/M)"
E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\G\Glaucoma390.jpg,Glaucoma390.jpg,validation,G,Test,M,60dc7d701923867d35d4e347fefacfea,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\M\Myopia166.jpg,"Cross-split duplicate leakage copy (raw split: validation, raw class: G vs allocated: Test/M)"
E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\M\Myopia282.jpg,Myopia282.jpg,validation,M,Validation,G,52ad1c299c50ff5e3fb81793f3f5cfdd,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma667.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\M\Myopia473.jpg,Myopia473.jpg,validation,M,Validation,G,5ebe41e2b25fb4a8e539fc787ae6093c,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Validation\G\Glaucoma885.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\M\Myopia407.jpg,Myopia407.jpg,validation,M,Test,G,5bd3e3b879f15ffae9971b623aef51fc,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma812.jpg,"Cross-split duplicate leakage copy (raw split: validation, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\M\Myopia472.jpg,Myopia472.jpg,validation,M,Test,G,b715edac4e4bffb0e14bb370c91d6114,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma882.jpg,"Cross-split duplicate leakage copy (raw split: validation, raw class: M vs allocated: Test/G)"
E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\M\Myopia41.jpg,Myopia41.jpg,test,M,Test,G,d1b45e5f8eb2e1b3dccc91491e13a482,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma1161.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\M\Myopia234.jpg,Myopia234.jpg,test,M,Test,G,5d9b5b6ea55442e97ae0b540ec9f4e08,E:\Mega project\MedvisionAi-\ML-Model\cleaned_data\eye\Test\G\Glaucoma588.jpg,Intra-split duplicate copy (raw class: M vs allocated class: G)
